Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Gabon,3,Enhanced social distancing of elderly,0.436889108,2225.728,1407.358137,3.64746616,26.65444534,4.835406455,320.376,279.63,229.39,193.38,179.407,188.006,188.812,161.254,128.844,103.32,78.748,55.404,40.613,30.69,22.07,14.623,11.161,152.1506559,183.0881043,175.8326877,143.7399708,115.7090027,110.4383,116.8051574,106.452458,83.07111899,60.33581597,47.13801269,37.12470024,29.23964071,19.11583647,13.82019958,7.540892171,5.7555835,0.004289538,0.0043986,0.007800975,0.013039515,0.023436049,0.043050948,0.071838326,0.09977246,0.108358715,0.131083241,0.212701797,0.303051267,0.501466768,0.517812531,0.587558115,0.463398502,0.554408814,0.113229301,0.116108251,0.205919243,0.344198728,0.618630893,1.136397406,1.896285475,2.485576432,2.404462221,2.329387381,2.721507459,2.688650052,2.970819367,2.236166994,2.019118223,1.331982879,1.03600503,0.005692311,0.005842607,0.01034189,0.017286678,0.031069467,0.057073187,0.095237178,0.132269795,0.143688027,0.173632865,0.281981926,0.401759547,0.664801945,0.68647183,0.778934926,0.614333735,0.734988539,,,,,,,,,,,,,,,,,,,,
Gambia,3,Enhanced social distancing of elderly,0.438841256,2416.664,1520.888351,3.136255455,23.84694496,4.158400886,409.506,352.804,299.82,257.037,228.183,200.996,160.385,122.746,97.721,76.346,65.53,50.381,34.036,25.245,19.007,11.001,5.92,184.4944525,223.134941,221.1717984,180.9908461,140.4286428,117.8217593,104.9243583,87.79140292,67.86868815,48.96796853,41.91769386,35.17912246,26.07086176,17.13194856,12.77224989,6.64547052,3.576146303,0.005201397,0.005360705,0.009812486,0.016418766,0.028442839,0.04592916,0.064531313,0.082282405,0.088528528,0.106385899,0.189146048,0.287169393,0.447121458,0.46407269,0.543005116,0.408373573,0.34447368,0.137299296,0.141504593,0.259016284,0.433399413,0.750792892,1.212372354,1.703405407,2.049856303,1.964433592,1.890508418,2.420112983,2.547747156,2.648863637,2.004092156,1.866013754,1.173820386,0.643706334,0.006897254,0.007100816,0.013008585,0.0217666,0.037707028,0.060888894,0.085550198,0.109082907,0.117363649,0.141176646,0.251239457,0.380704705,0.592755591,0.61522811,0.719869731,0.541386962,0.456673752,,,,,,,,,,,,,,,,,,,,
Georgia,3,Enhanced social distancing of elderly,0.42542216,3989.175,2186.014624,10.56519332,66.26132725,14.00590971,268.345,284.818,253.462,217.595,233.413,267.285,289.585,275.491,263.948,253.998,245.82,277.803,249.13,210.728,150.386,98.4,148.968,146.8194455,227.2611584,194.0259292,155.0201925,131.2087441,131.7262558,197.5725436,194.7347045,179.9013646,155.5996821,131.397135,118.0963343,101.7151544,41.35298297,35.1827014,17.66190078,26.73839466,0.004139237,0.005459836,0.008608135,0.014062812,0.026575413,0.051349397,0.121512449,0.182514907,0.234664959,0.338049801,0.59290592,0.964027817,1.744439005,1.120175557,1.495773024,1.085348812,2.57558624,0.109261857,0.1441213,0.227225512,0.371210268,0.701499284,1.355448024,3.207512006,4.546893525,5.207177177,6.007243464,7.58619769,8.552788665,10.33450971,4.837464256,5.140159744,3.119703733,4.812911039,0.005487444,0.007245359,0.011434062,0.018643277,0.03523136,0.068074572,0.161090872,0.241962739,0.311098683,0.44826782,0.785363051,1.278025926,2.312628817,1.485033344,1.982968683,1.438863834,3.414489867,,,,,,,,,,,,,,,,,,,,
Germany,3,Enhanced social distancing of elderly,0.426191557,83783.945,47096.49594,350.9127409,1887.222878,465.3082866,4058.679,3822.225,3811.645,4118.971,4553.436,4823.925,5441.865,5430.155,5059.667,5183.684,6681.221,6807.172,5820.703,4823.439,3833.823,3637.591,5875.744,2411.562339,2372.210023,2747.519356,3354.532191,3271.486528,3459.439923,3709.516451,3753.936942,3704.641903,3582.539173,3984.912653,3560.084302,2745.655959,1623.907812,1031.87203,681.6384295,1101.039922,0.067988454,0.05699116,0.121896169,0.304309742,0.662616696,1.348555411,2.281452774,3.518373645,4.83236824,7.783284888,17.98120106,29.06119244,47.08865041,43.98864866,43.86946669,41.88764669,106.0580977,1.794665401,1.504374942,3.217644645,8.032739303,17.49079662,35.59723897,60.22253061,87.65130807,107.2294632,138.3112403,230.0684499,257.8289059,278.9653942,189.9644338,150.7555378,120.4009682,198.187186,0.09013316,0.07557287,0.161463979,0.403427909,0.878439312,1.78779748,3.024557252,4.66436264,6.406335447,10.31842554,23.86148168,38.60148297,62.42612529,58.31640677,58.15840779,55.53106038,140.6028061,,,,,,,,,,,,,,,,,,,,
Ghana,3,Enhanced social distancing of elderly,0.43878617,31072.945,19865.49283,49.12425894,371.0816626,65.12099111,4169.436,3888.435,3479.871,3136.85,2860.336,2538.255,2266.062,1924.356,1625.913,1405.337,1189.26,945.719,667.312,423.755,298.344,158.446,95.258,2037.146357,2568.803969,2634.679258,2257.205999,1790.388881,1512.933841,1462.108266,1325.388609,1076.431942,830.3367021,700.58028,602.03585,461.091786,267.3923306,190.8696213,92.49249431,55.60664216,0.057432656,0.061714231,0.116889916,0.204764699,0.362630735,0.589770357,0.89923606,1.242219148,1.404107513,1.803957136,3.161242409,4.914456572,7.907833409,7.243161955,8.114716019,5.683794745,5.356331381,1.516028022,1.629048138,3.085496591,5.405089685,9.572201356,15.56791524,23.7367487,30.94672262,31.15691675,32.05684393,40.4479177,43.60072161,46.84805882,31.27950509,27.88587303,16.33737973,10.00919559,0.076139156,0.081815836,0.155116028,0.271985425,0.480744131,0.781866288,1.192131147,1.646827885,1.861445992,2.391532495,4.191935528,6.509687865,10.48353265,9.602367643,10.75779919,7.535091979,7.100971868,,,,,,,,,,,,,,,,,,,,
Greece,3,Enhanced social distancing of elderly,0.418601566,10423.056,5309.649456,34.12714505,189.9889005,45.2579185,409.459,471.668,542.237,526.618,529.416,527.8,597.812,738.703,780.463,793.946,796.343,709.351,676.528,580.634,549.464,406.619,785.995,259.1664847,392.825684,422.4980119,376.4352976,314.6310736,285.7732774,424.0654107,509.0601117,508.8876267,457.4669642,391.8726796,301.7507636,269.4160941,108.3267218,109.0739709,60.82482521,117.5744579,0.007306603,0.009437441,0.018744505,0.034148704,0.063726322,0.111399853,0.260811677,0.477116081,0.6637976,0.993874885,1.76825493,2.463210494,4.620549866,2.93436984,4.637219339,3.737771637,11.32540528,0.192869625,0.249116693,0.494791224,0.901409328,1.682155213,2.94057416,6.884534013,11.88613058,14.7295605,17.6614463,22.62472174,21.85343454,27.37333739,12.67203977,15.93560506,10.74377196,21.16340242,0.00968646,0.012511398,0.024856025,0.045233363,0.084482788,0.147684244,0.345762036,0.632519929,0.880006651,1.317593715,2.344203456,3.268738827,6.137397651,3.890137713,6.147630675,4.955219883,15.01425369,,,,,,,,,,,,,,,,,,,,
Grenada,3,Enhanced social distancing of elderly,0.39433219,112.519,60.29408087,0.251254046,1.527220423,0.333057303,9.012,9.119,8.623,7.514,8.699,9.59,9.345,8.865,6.561,6.31,5.917,6.228,5.718,3.858,2.793,1.995,2.372,5.183103623,7.034178056,7.107644706,5.770759604,4.363054277,4.576405149,4.303835743,4.860787067,3.285878294,3.159248313,2.888138755,2.434735941,2.266721217,1.113098248,0.774553551,0.535382863,0.636555464,0.000146126,0.000168993,0.000315337,0.0005235,0.000883706,0.00178397,0.002646975,0.004555768,0.004286129,0.00686366,0.013032206,0.019874903,0.038874806,0.030151766,0.032929714,0.032900035,0.061316452,0.003857224,0.004460837,0.008323827,0.013818621,0.023326795,0.047090683,0.069871069,0.113495339,0.095108508,0.121969232,0.166746342,0.176328775,0.230304447,0.130210026,0.113161549,0.094567167,0.114579984,0.000193721,0.000224037,0.000418048,0.000694697,0.00117381,0.002365032,0.003509136,0.00603965,0.005682183,0.009099258,0.017276984,0.026354926,0.051493563,0.039972644,0.043655412,0.043616065,0.081288139,,,,,,,,,,,,,,,,,,,,
Guadeloupe,3,Enhanced social distancing of elderly,0.407869989,400.127,198.8500227,1.367275457,6.766964214,1.813238404,22.897,22.097,28.714,29.799,28.16,18.718,16.279,17.481,21.521,27.786,30.74,31.462,27.039,23.53,19.38,13.562,20.962,14.48292581,17.62157294,23.4043934,22.1308435,14.19545566,10.76478293,9.344263376,11.57432613,10.66719912,12.83397729,12.98332986,11.14769558,9.683647208,5.837624963,4.539208747,3.000726536,4.638049671,0.000408313,0.000423349,0.001038357,0.002007622,0.00287519,0.004196317,0.005746974,0.010848026,0.013914391,0.027882599,0.058584939,0.090999341,0.166076845,0.158130426,0.192981941,0.184398895,0.446761934,0.010778078,0.011175002,0.027409096,0.052994363,0.075895109,0.110768378,0.151700416,0.270250897,0.308758057,0.4954819,0.749590978,0.807339915,0.983882359,0.682884282,0.663174149,0.530032293,0.834848941,0.000541305,0.000561243,0.001376568,0.002662187,0.00380847,0.005563112,0.007618852,0.014381388,0.018446513,0.0369644,0.077666851,0.120639258,0.220387938,0.210041945,0.255839024,0.244460366,0.592278983,,,,,,,,,,,,,,,,,,,,
Guam,3,Enhanced social distancing of elderly,0.41728877,168.783,100.0181391,0.475204283,3.02947934,0.629944985,13.545,13.435,13.29,13.871,13.827,13.204,11.718,10.117,9.66,10.276,10.225,9.939,7.891,6.44,4.953,2.828,3.564,3.153888996,7.193883004,9.58008346,10.2471866,8.658976464,8.315104586,8.593940942,7.715856528,7.066521187,7.34736031,6.305769288,6.226999033,3.722719564,2.376500374,1.584782244,0.853251906,1.075314637,8.89E-05,0.000172829,0.000425029,0.000929584,0.001753815,0.003241386,0.005285506,0.007231679,0.009217634,0.015962588,0.028453649,0.050831385,0.063845523,0.064374984,0.067376138,0.052433538,0.1035801,0.002347099,0.004562116,0.011219322,0.024537841,0.046294672,0.08556147,0.139519228,0.180158838,0.204537792,0.283659848,0.364062827,0.450972565,0.378237458,0.278002572,0.231535202,0.150713855,0.193556635,0.000117878,0.000229124,0.000563468,0.001232364,0.00232735,0.004305472,0.007007076,0.009587144,0.012219953,0.021161838,0.037721426,0.0673879,0.084661756,0.085271093,0.089321547,0.069511923,0.137317674,,,,,,,,,,,,,,,,,,,,
Guatemala,3,Enhanced social distancing of elderly,0.428049504,17915.567,10454.16206,27.49298246,184.7095596,36.46079391,2065.382,1982.085,1926.021,1945.584,1802.495,1610.664,1354.136,1177.928,956.404,745.589,583.906,469.911,392.152,326.7,221.43,161.077,194.103,1037.815184,1469.347341,1537.278601,1395.077224,835.5276968,762.2072231,653.7839707,709.3049137,508.1797026,423.7193659,348.2785529,228.358483,212.0250671,126.2714135,80.00712254,57.58654657,69.39365302,0.029258812,0.035300335,0.068202749,0.126555825,0.169230286,0.297122858,0.402094794,0.664795321,0.662874178,0.920556169,1.57154428,1.864104683,3.63628015,3.420458232,3.401458411,3.538774829,6.684370552,0.772333757,0.931810126,1.800320806,3.340642155,4.467096193,7.843024672,10.61392387,16.5616803,14.70906991,16.35855135,20.10782011,16.53820888,21.54226797,14.77120647,11.68896572,10.17177973,12.49085754,0.038788794,0.046798339,0.090417591,0.167776875,0.22440584,0.393568353,0.533063249,0.881329045,0.878781967,1.220395292,2.083420628,2.471268866,4.820674262,4.53902964,4.518099078,4.691406472,8.861569615,,,,,,,,,,,,,,,,,,,,
Guinea,3,Enhanced social distancing of elderly,0.439684588,13132.792,8333.020105,18.4301368,134.2494047,24.43190527,2100.111,1865.513,1687.906,1511.548,1305.025,1060.714,828.439,642.427,500.181,398.258,332.921,281.603,230.427,177.722,105.836,65.414,38.747,967.3938385,1194.977256,1240.960358,1048.490754,796.6750008,629.9601422,551.2963077,465.679848,353.7182096,259.5237823,218.2162324,196.0150513,166.8393714,111.2222119,71.1513635,38.24595879,22.65441901,0.027273444,0.028708731,0.055056323,0.095114887,0.161360945,0.245570433,0.339062114,0.436457972,0.461393216,0.563831248,0.98466147,1.600083213,2.86133476,3.012803292,3.02496073,2.350268324,2.182195701,0.719926755,0.757813946,1.453299843,2.51070862,4.259372701,6.482217417,8.950077242,10.87323747,10.23824022,10.01944556,12.59868777,14.19582851,16.95129022,13.01075366,10.39514761,6.755561697,4.077795422,0.036156762,0.038059736,0.072989175,0.126095092,0.213918391,0.325877379,0.450370586,0.578618814,0.61167575,0.747479638,1.305379911,2.121254087,3.793313068,3.995099398,4.006862417,3.115785736,2.892969332,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,3,Enhanced social distancing of elderly,0.438693846,1967.998,1251.294104,2.726603659,20.62197197,3.616100543,305.111,277.238,242.778,207.251,180.991,161.393,138.905,115.601,87.932,68.643,51.101,41.087,33.175,27.241,15.609,9.028,4.914,142.0331768,177.7912714,180.0027525,147.1120406,112.8177739,95.60675958,89.98888286,80.24352087,60.04003238,43.15775884,33.34492574,28.881516,24.34320649,16.9277384,10.54593774,5.47612087,2.980688741,0.004004299,0.004271346,0.007985984,0.013345416,0.02285045,0.037269331,0.055345593,0.07520816,0.078316759,0.093762864,0.150462975,0.235761635,0.417491761,0.458541015,0.44835469,0.336515382,0.287115999,0.105699954,0.112749179,0.210802843,0.352273463,0.603173121,0.983782561,1.460933878,1.87361953,1.737836102,1.666193408,1.925165253,2.09166105,2.473329615,1.98020369,1.540751632,0.967272715,0.536523973,0.005308551,0.005662609,0.010587157,0.017692215,0.030293121,0.049420579,0.07331079,0.099704575,0.103825674,0.124302838,0.199471013,0.312552845,0.553474544,0.607895081,0.594977358,0.446987644,0.380633948,,,,,,,,,,,,,,,,,,,,
Guyana,3,Enhanced social distancing of elderly,0.418788258,786.559,443.1890362,1.488715928,9.652381166,1.973589553,73.864,73.764,70.499,74.852,77.395,67.911,44.034,49.075,45.3,45.225,42.774,36.563,30.245,21.111,15.024,7.916,11.007,40.16159069,55.90804,57.43595256,54.685321,36.19806806,32.49221209,23.70893826,29.82773816,23.08400998,22.85232972,20.94531501,14.92637146,13.17660973,6.898810705,4.658188419,2.605984345,3.62355605,0.001132264,0.001343163,0.002548198,0.004960834,0.007331665,0.012666082,0.014581637,0.027956018,0.03011099,0.04964808,0.094511964,0.121844911,0.22598198,0.186875978,0.198040295,0.160141428,0.349040442,0.029887934,0.035454978,0.067263761,0.130949087,0.19353069,0.334341126,0.384905224,0.696452899,0.668157966,0.882260853,1.209275228,1.080999689,1.338775937,0.807021593,0.680556968,0.460307143,0.652240089,0.001501057,0.001780657,0.003378191,0.006576654,0.009719672,0.016791602,0.019350187,0.037133501,0.03991858,0.06581921,0.12529592,0.16153155,0.299587697,0.247744193,0.262609463,0.212123312,0.462728108,,,,,,,,,,,,,,,,,,,,
Haiti,3,Enhanced social distancing of elderly,0.426307719,11402.533,6621.24066,17.82394184,122.6248699,23.64144967,1262.943,1237.836,1202.069,1144.46,1065.198,979.259,905.799,825.857,627.216,479.271,423.749,365.875,292.954,230.978,150.812,109.403,98.854,646.3060736,922.1115491,962.5890713,831.614912,505.584067,471.2280312,429.9982649,479.1513821,329.442103,270.9223728,239.9492303,166.6651572,149.1082251,85.32114932,53.60010593,40.79108882,36.85787679,0.018221113,0.022153269,0.04270613,0.075440778,0.102402514,0.18369364,0.264460543,0.449084154,0.429727244,0.588595381,1.082727711,1.360498178,2.557241399,2.311191579,2.278778755,2.506670168,3.550349283,0.480975809,0.584771793,1.127296725,1.991379247,2.703073362,4.848882249,6.980851551,11.1877866,9.535577473,10.45951143,13.85343978,12.07024652,15.14976218,9.980852178,7.830925306,7.20511986,6.634417822,0.024155969,0.029369028,0.056616273,0.100012921,0.135756311,0.243524992,0.35068554,0.594856787,0.569695699,0.780309779,1.435388123,1.803632688,3.390174799,3.063978251,3.021013024,3.326411145,4.715868341,,,,,,,,,,,,,,,,,,,,
Honduras,3,Enhanced social distancing of elderly,0.425533217,9904.608,5737.379166,15.5592492,106.550873,20.62510218,1017.017,988.975,1023.648,1040.99,1014.731,890.687,783.566,687.371,579.933,467.803,381.155,298.856,237.302,182.776,122.731,82.58,104.487,536.6788144,745.182558,820.9557567,751.8644673,470.0509815,422.3219851,372.5277289,405.3751736,296.4514562,254.2670042,213.6439036,139.6099565,124.3640114,70.56830967,44.81202207,30.32957139,38.37546532,0.015130425,0.017902638,0.036422441,0.068206137,0.095205536,0.164629134,0.229114612,0.379937476,0.386693947,0.552410577,0.964029659,1.139644871,2.13287227,1.911564534,1.905158247,1.863795109,3.696531586,0.39939208,0.472569442,0.961428675,1.80040939,2.513097959,4.345644659,6.047840158,9.465173436,8.580675637,9.816496909,12.33470492,10.11085112,12.63568924,8.255067739,6.54699448,5.357253349,6.907583757,0.020058603,0.023733882,0.04828587,0.090421888,0.126215244,0.218250796,0.30374098,0.504186085,0.513638877,0.732339025,1.27802843,1.510844151,2.827579704,2.534189686,2.525695879,2.471467972,4.896425112,,,,,,,,,,,,,,,,,,,,
Hungary,3,Enhanced social distancing of elderly,0.418705936,9660.35,5008.931542,28.02976025,169.5367848,37.167679,461.142,447.424,483.361,485.846,517.943,633.747,612.164,644.978,814.684,773.529,648.151,553.237,636.319,670.113,475.771,370.805,431.136,279.2047808,373.2366663,379.8212142,348.9459859,303.2786499,312.1017924,427.6987514,453.8476144,514.7139838,440.6800122,334.9665374,247.5723934,252.9405574,113.3922778,96.73870411,60.01361928,69.77800127,0.007871537,0.008966824,0.01685111,0.031654984,0.061426968,0.121663209,0.26304628,0.425368223,0.671397553,0.957404208,1.511476206,2.020949045,4.337990507,3.071586351,4.112792315,3.687921884,6.721393046,0.207781964,0.236694004,0.444812042,0.835583615,1.621460195,3.211491552,6.943519861,10.59696465,14.89820221,17.01335174,19.33925251,17.9297213,25.69938236,13.26460757,14.13343412,10.60048488,12.56004023,0.010455614,0.011887496,0.022339814,0.041965482,0.08143448,0.161290516,0.348724397,0.564055515,0.889332925,1.269245196,2.003786433,2.679201916,5.750939147,4.072049823,5.452384891,4.889136493,8.919448858,,,,,,,,,,,,,,,,,,,,
Iceland,3,Enhanced social distancing of elderly,0.419628718,341.25,186.3978753,0.895235219,5.569717026,1.186994707,20.439,22.631,23.213,21.495,22.239,25.559,23.306,23.565,21.816,21.15,20.726,21.385,20.411,17.125,13.941,9.474,12.775,11.52799196,18.17632556,17.63536541,14.99143425,12.07206403,12.0200237,16.06625745,16.61774998,14.98177683,13.07164656,11.09848007,9.349636856,8.382043011,3.379405742,3.143589604,1.653908715,2.23017562,0.000325005,0.000436677,0.000782409,0.001359963,0.002445112,0.004685634,0.009881182,0.01557497,0.019542365,0.02839895,0.050079894,0.076321675,0.143754024,0.091541829,0.133647967,0.101635032,0.214822532,0.008579039,0.011526808,0.020652935,0.035898384,0.06454253,0.123684662,0.260829327,0.388010653,0.433641882,0.504657608,0.640769404,0.677120663,0.851636173,0.395322255,0.459275499,0.292137594,0.401431612,0.000430501,0.000578912,0.001037253,0.001802923,0.003241516,0.006211809,0.013099623,0.020647983,0.025933179,0.037721846,0.066391657,0.101180774,0.190576866,0.121358328,0.177179106,0.134739038,0.284863393,,,,,,,,,,,,,,,,,,,,
India,3,Enhanced social distancing of elderly,0.435776046,1380004.385,898537.5984,3599.171992,22937.63978,4771.391682,116879.507,117982.127,126155.952,126045.566,122504.804,117397.269,112176.098,103460.178,90219.894,79440.28,68875.962,59256.268,48890.528,38260.283,24091.443,15083.955,13284.271,75392.30133,89465.04353,95057.52488,83904.35714,76863.8251,77281.53801,74057.6542,66182.63238,55053.47765,47977.89694,43043.34779,33178.36577,33371.48182,20362.47374,13106.30008,7571.363056,6668.015031,2.125512534,2.149352938,4.217312643,7.611467662,15.56822973,30.12581186,45.54745689,62.02960602,71.81225173,104.2349078,194.2253591,270.83709,572.3288222,551.5816209,557.2070737,465.2709808,642.2991351,56.10634751,56.7356888,111.3227229,200.9167863,410.9475985,795.2181387,1202.296689,1545.309468,1593.502155,1852.284682,2485.102476,2402.848085,3390.62458,2381.998391,1914.818173,1337.365094,1200.242706,2.820602093,2.854959405,5.590965627,10.09063497,20.63899973,39.93817067,60.38296716,82.23354711,95.22594222,138.0695622,257.4874382,359.0527366,758.744823,731.2400188,738.6980792,616.8161062,851.5061293,,,,,,,,,,,,,,,,,,,,
Indonesia,3,Enhanced social distancing of elderly,0.434667611,273523.621,167623.8419,653.8037091,4659.004408,866.9105348,23658.296,24298.15,22984.659,23318.346,22653.27,20918.156,19973.248,21193.374,19680.74,18165.985,15954.982,13200.117,10394.846,7136.365,4617.543,2956.932,2418.612,5492.900548,12780.74173,16421.45421,17126.72731,14149.97983,13322.38596,14571.77585,15106.42317,13589.20616,12840.96789,10103.02314,8982.357159,5400.395854,3270.681971,2030.061453,1339.291194,1095.468463,0.154859697,0.30705093,0.728552595,1.553668195,2.865979366,5.193319172,8.962035587,14.15848001,17.72588282,27.89778603,45.58807336,73.32354738,92.61806879,88.5967042,86.30693599,82.30134029,105.5214247,4.087772645,8.105111861,19.23131282,41.01154134,75.65197574,137.0858194,236.5670105,352.7224277,393.3344492,495.7517866,583.2968183,650.5214828,548.6934929,382.6037686,296.5900782,236.5652366,197.1843233,0.20534997,0.406721118,0.965855013,2.059720836,3.799464816,6.884851707,11.88111447,18.77009017,23.49947919,37.02103299,60.55385722,97.20610959,122.7851564,117.4539767,114.4183527,109.1081193,139.8912827,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),3,Enhanced social distancing of elderly,0.434268149,83992.953,51501.31751,206.1076263,1469.399511,273.2279885,7637.559,6928.297,6217.945,5529.983,5556.228,6786.679,8466.702,8272.744,6491.321,5164.295,4618.479,3676.852,3132.274,2264.631,1448.001,906.606,894.357,1792.386461,3716.021093,4490.098956,4171.395911,3658.817797,4327.058017,5822.585897,5545.073481,4416.170762,3774.514941,3025.715151,2625.792824,1681.812776,1040.692427,640.2935593,389.0720743,383.8153875,0.050532214,0.089275549,0.199207281,0.378412351,0.741067933,1.686769429,3.581047536,5.197114575,5.760492887,8.200363956,13.65299499,21.43451224,28.8434877,28.19042633,27.22172531,23.90902989,36.97116612,1.333879666,2.356574232,5.258395298,9.988795449,19.56163884,44.52492938,94.52737629,129.4728578,127.8243978,145.7228569,174.6892981,190.1655224,170.876312,121.7400066,93.5462897,68.72361123,69.08676975,0.066991267,0.118471222,0.264604178,0.501666825,0.982443112,2.236172447,4.747448314,6.889892427,7.636767571,10.87401696,18.08475415,28.41604971,38.23824201,37.37246612,36.08824863,31.69657353,49.01318004,,,,,,,,,,,,,,,,,,,,
Iraq,3,Enhanced social distancing of elderly,0.436398947,40222.503,23232.11566,61.80891528,477.714045,81.96241608,5380.423,5229.807,4559.181,4151.576,3799.871,3365.719,2927.362,2476.321,2150.018,1786.602,1414.995,926.157,669.716,622.677,331.945,241.773,188.36,1115.573497,2434.259401,2971.820334,2892.077767,2212.641868,1974.652015,2041.28725,1801.763175,1538.937225,1335.302684,984.7127992,750.4207645,443.9999041,328.1383935,175.6363619,129.7819627,101.1102584,0.031451029,0.058481865,0.131847484,0.262357727,0.448155122,0.769756874,1.255446773,1.688700734,2.007403567,2.901026534,4.443339258,6.125731977,7.614703584,8.888660054,7.46708245,7.97528538,9.739484868,0.830200872,1.543724547,3.48032554,6.925349177,11.82975035,20.31894215,33.13949015,42.06967288,44.5439578,51.5520868,56.85227431,54.34707391,45.11148161,38.38556823,25.66030808,22.92399208,18.19984651,0.04169503,0.077549613,0.174645516,0.347811504,0.594124898,1.020476717,1.664365217,2.238736817,2.661241856,3.845937379,5.896416927,8.136704613,10.09492597,11.78382904,9.899222829,10.57295143,12.91178073,,,,,,,,,,,,,,,,,,,,
Ireland,3,Enhanced social distancing of elderly,0.427185262,4937.796,2780.326954,12.57563509,81.21316622,16.67084582,313.653,358.29,356.711,312.036,289.684,277.653,310.946,384.982,395.554,367.674,312.197,288.736,249.848,230.937,196.806,133.857,158.232,177.6873736,286.710198,269.8589057,218.1983605,166.0471022,147.8206437,219.2103633,265.1768263,258.3461774,217.6558289,167.8232876,129.1433085,109.0412946,48.32981021,45.45522542,24.66537497,29.15687347,0.005009487,0.006888069,0.011972533,0.019794082,0.033631678,0.057623296,0.134820292,0.248536715,0.336989079,0.472870565,0.757272377,1.054204963,1.870084045,1.309164859,1.932503681,1.515722218,2.80854715,0.132233522,0.181821859,0.316034193,0.522496267,0.887760371,1.521057424,3.558793441,6.191658532,7.477732709,8.403047729,9.6892572,9.352834124,11.07886355,5.65361221,6.640965887,4.356759974,5.248237225,0.006641136,0.009131656,0.01588787,0.026292139,0.044585939,0.076391958,0.178733346,0.329488717,0.446751381,0.62689146,1.004173856,1.396399614,2.4791983,1.735579345,2.561948748,2.009415688,3.723334664,,,,,,,,,,,,,,,,,,,,
Israel,3,Enhanced social distancing of elderly,0.432540419,8655.541,4954.913723,19.49344548,123.9538203,25.85176385,847.828,823.268,737.609,667.454,623.973,573.002,564.708,557.537,543.672,496.505,417.521,377.975,349.957,353.686,288.699,170.961,261.186,417.4505007,637.1847624,544.673538,449.6202011,323.7492842,281.2264742,392.1857945,401.3945844,374.3938221,313.45572,241.8464065,181.959462,161.3867536,78.0820197,72.96733364,32.96884649,50.3682193,0.011769057,0.015308045,0.024164932,0.040787746,0.065573151,0.109627423,0.241204853,0.376206673,0.488362671,0.681001672,1.091288377,1.485346552,2.767821073,2.115096994,3.102165693,2.025982301,4.851738267,0.310663323,0.404080912,0.637872082,1.076657386,1.730905152,2.893788078,6.366981068,9.372229988,10.83668803,12.10159815,13.96297301,13.17789272,16.39729086,9.134020142,10.66045915,5.823440792,9.066279473,0.015602394,0.020294173,0.032043746,0.054027436,0.086931153,0.14533451,0.319768968,0.498742817,0.647429877,0.902813359,1.446738217,1.971090152,3.676449566,2.804015523,4.112587216,2.685875102,6.432019639,,,,,,,,,,,,,,,,,,,,
