Country,R0,Strategy,Social_distance,total_pop,total_infected,total_deaths,total_hospital,total_critical,pop_0_5,pop_5_10,pop_10_15,pop_15_20,pop_20_25,pop_25_30,pop_30_35,pop_35_40,pop_40_45,pop_45_50,pop_50_55,pop_55_60,pop_60_65,pop_65_70,pop_70_75,pop_75_80,pop_80_200,infected_0_5,infected_5_10,infected_10_15,infected_15_20,infected_20_25,infected_25_30,infected_30_35,infected_35_40,infected_40_45,infected_45_50,infected_50_55,infected_55_60,infected_60_65,infected_65_70,infected_70_75,infected_75_80,infected_80_200,deaths_0_5,deaths_5_10,deaths_10_15,deaths_15_20,deaths_20_25,deaths_25_30,deaths_30_35,deaths_35_40,deaths_40_45,deaths_45_50,deaths_50_55,deaths_55_60,deaths_60_65,deaths_65_70,deaths_70_75,deaths_75_80,deaths_80_200,hospitalisations_0_5,hospitalisations_5_10,hospitalisations_10_15,hospitalisations_15_20,hospitalisations_20_25,hospitalisations_25_30,hospitalisations_30_35,hospitalisations_35_40,hospitalisations_40_45,hospitalisations_45_50,hospitalisations_50_55,hospitalisations_55_60,hospitalisations_60_65,hospitalisations_65_70,hospitalisations_70_75,hospitalisations_75_80,hospitalisations_80_200,critical_0_5,critical_5_10,critical_10_15,critical_15_20,critical_20_25,critical_25_30,critical_30_35,critical_35_40,critical_40_45,critical_45_50,critical_50_55,critical_55_60,critical_60_65,critical_65_70,critical_70_75,critical_75_80,critical_80_200,,,,,,,,,,,,,,,,,,,,
Yemen,3.5,Enhanced social distancing of elderly,0.47738888,29825.968,20614.87108,40.85233081,329.6433893,54.15840325,4115.306,3918.102,3548.681,3201.593,2925.246,2807.5,2329.316,1811.122,1362.091,1000.713,773.313,649.522,509.267,370.183,258.978,144.493,100.542,2228.840745,2787.243216,2839.879974,2442.332372,1969.219557,1769.89005,1612.712257,1353.680711,1005.161635,695.282131,550.216526,488.0580812,400.036809,206.1593861,146.5548586,70.52773459,49.07503818,0.062853309,0.066893837,0.126090671,0.221519546,0.398851637,0.68993677,0.991861581,1.268735893,1.311141883,1.510542842,2.482753035,3.984048865,6.860726083,5.584475136,6.230698475,4.334029158,4.727172094,1.658685452,1.767574882,3.325808996,5.848392001,10.5283083,18.21196508,26.18174486,31.6073197,29.09402458,26.84278643,31.76668455,35.34620825,40.64472308,24.11648663,21.41152766,12.457642,8.833506872,0.083358644,0.088634334,0.166984942,0.29372466,0.52876302,0.914657939,1.314924939,1.681982126,1.738200886,2.002548813,3.291422769,5.281712821,9.095366501,7.403421873,8.26012963,5.745686974,6.266882375,,,,,,,,,,,,,,,,,,,,
Zambia,3.5,Enhanced social distancing of elderly,0.478927444,18383.956,12605.21307,21.19269382,179.305135,28.09537549,2946.454,2717.088,2428.598,2121.583,1746.939,1433.444,1193.475,991.719,808.231,605.658,433.597,327.662,237.554,166.281,112.763,67.202,45.708,1510.724211,1874.042946,1899.937913,1582.073217,1173.752767,939.1056989,853.7753771,753.9981517,596.0279602,418.5204522,313.0259604,256.3849939,197.4481767,103.4758991,72.13090267,36.18018735,24.60825576,0.042602423,0.044977031,0.084357243,0.143494041,0.237735407,0.366081244,0.525094909,0.706684014,0.777464236,0.909261212,1.412473301,2.092886858,3.386283026,2.802970054,3.066605294,2.223323744,2.370399784,1.124268872,1.188454319,2.225034389,3.788421452,6.275395222,9.663289644,13.86070515,17.60523027,17.25180461,16.15783668,18.07251595,18.56794864,20.06122008,12.10459143,10.53825737,6.390674874,4.429486036,0.056501085,0.059594566,0.111716349,0.190266453,0.31516905,0.485318556,0.696125754,0.936861553,1.030696251,1.205420932,1.872536946,2.774571228,4.48924572,3.715939154,4.065444244,2.947493385,3.14247426,,,,,,,,,,,,,,,,,,,,
Zimbabwe,3.5,Enhanced social distancing of elderly,0.478139805,14862.927,10298.37809,20.50413687,161.6441714,27.18256197,2097.448,2210.712,1921.06,1638.895,1377.829,1105.162,994.874,872.602,737.527,520.295,389.42,308.669,240.442,184.973,114.658,85.7,62.661,1126.103926,1532.516935,1518.067569,1243.793255,938.2240131,739.5155918,712.0176442,656.1854133,534.840359,357.4210035,275.9632116,234.4189597,191.0881774,102.8024315,67.93478306,38.98226914,28.50254337,0.031756131,0.036780406,0.0674022,0.112812048,0.190030706,0.288277228,0.437910076,0.615009122,0.697650578,0.776518933,1.245234319,1.913576737,3.27720753,2.784727067,2.888209598,2.395515638,2.745518549,0.838037533,0.971870135,1.777822593,2.978378621,5.016155578,7.609530396,11.55932449,15.32138411,15.48075256,13.79896769,15.93270263,16.97712155,19.41502852,12.02580931,9.925208218,6.885619623,5.130457807,0.042116287,0.048734039,0.089262373,0.149583552,0.251926283,0.382172784,0.580543586,0.815326781,0.924886062,1.029442545,1.65082573,2.536857134,4.344642714,3.691754153,3.828942417,3.175770742,3.639774788,,,,,,,,,,,,,,,,,,,,
Afghanistan,3.5,Social distancing whole population,0.495308004,38928.341,26737.41137,65.31328759,453.4940002,86.58660877,5672.509,5416.223,5192.114,4629.445,3926.485,3109.386,2478.259,2056.387,1658.723,1304.736,1032.359,807.839,612.638,444.858,312.451,168.004,105.925,3265.22821,3851.900066,3776.910486,3014.951278,2477.597919,2169.425995,1816.745251,1494.523988,1174.71945,931.1303964,766.1683554,567.1444384,534.4604691,385.4680314,269.0511453,148.4129007,93.57298936,0.092079436,0.092445602,0.167694826,0.273456081,0.501820115,0.845683472,1.117347381,1.400741113,1.532314623,2.022937585,3.457196794,4.629635781,9.166123712,10.44161354,11.43856012,9.120182899,9.013454506,2.429956712,2.442744057,4.423173863,7.219581225,13.24632119,22.323144,29.49413971,34.89589318,34.0018116,35.94819032,44.23463729,41.07381108,54.30249736,45.09197862,39.30812049,26.21486136,16.84313808,0.122119535,0.122490422,0.222082337,0.3625901,0.665269728,1.121133321,1.48128324,1.856983418,2.031412976,2.681838043,4.583257411,6.137576995,12.15166639,13.84260261,15.16426926,12.09076224,11.94927074,,,,,,,,,,,,,,,,,,,,
Albania,3.5,Social distancing whole population,0.474814273,2877.8,1723.524247,10.55288328,58.6262034,13.99010825,166.278,167.554,162.181,199.597,228.356,244.323,223.924,166.849,152.51,170.509,184.185,201.906,186.459,143.783,108.132,86.536,84.718,100.7477898,141.6007288,132.4697933,146.3838527,127.5510038,122.1738294,162.1349952,130.8195133,116.72457,115.5933689,105.8796846,96.72252959,85.13659911,46.15694896,41.52108999,26.22949721,25.67845225,0.002841088,0.003398417,0.005881659,0.013277015,0.025834563,0.04762568,0.0997174,0.122610458,0.15225658,0.251133645,0.477763018,0.789552103,1.460112852,1.25030608,1.765246097,1.611839744,2.473486877,0.074975699,0.089798368,0.155136567,0.350529749,0.681943406,1.257154655,2.632197441,3.054526925,3.378548673,4.46271805,6.112950779,7.004852095,8.650087735,5.399431305,6.066192384,4.633038163,4.622121406,0.003767967,0.004502903,0.007789224,0.017604708,0.03424923,0.063137969,0.132196768,0.162546516,0.201848881,0.332931559,0.633377567,1.046720963,1.935693302,1.657549395,2.340213003,2.136839944,3.279138353,,,,,,,,,,,,,,,,,,,,
Algeria,3.5,Social distancing whole population,0.493040476,43851.043,28274.88039,132.7118692,816.6459864,175.9379467,5041.518,4635.972,3821.402,2910.345,2999.837,3573.878,3727.719,3547.516,3014.029,2434.59,2061.884,1738.172,1387.342,1143.2,723.938,513.896,575.805,1268.654794,2585.13353,2820.717709,2295.325423,2046.309166,2362.129947,2761.156536,2609.957537,2199.839883,1884.45527,1470.169043,1325.414382,850.7530703,738.1302685,444.5918326,288.6822401,323.4597608,0.035776065,0.062043205,0.125239866,0.208186016,0.414465597,0.920803134,1.698185821,2.446180091,2.869490942,4.094094025,6.633873174,10.8194411,14.59061678,19.994579,18.90157501,17.73993243,31.15738696,0.944122749,1.63940379,3.303367896,5.496370189,10.94046304,24.30604551,44.82628295,60.94033961,63.67353608,72.75324375,84.88003178,95.98933927,86.4386031,86.34634151,64.9544506,50.99128759,58.22275694,0.047447689,0.082207246,0.165858201,0.276045017,0.549462659,1.220720411,2.251308982,3.242937488,3.804128114,5.42760053,8.794624721,14.34349394,19.34299745,26.50711122,25.0580991,23.51809251,41.30581145,,,,,,,,,,,,,,,,,,,,
Angola,3.5,Social distancing whole population,0.495387037,32866.268,22117.18189,46.78554687,343.6747406,62.02412767,5795.004,5104.164,4349.261,3532.518,2882.566,2423.471,2040.757,1658.972,1330.695,1082.04,787.212,677.39,481.968,303.929,212.513,119.216,84.592,2803.86396,3395.839164,3336.177673,2623.506723,1930.176994,1573.63445,1443.018586,1254.01267,978.3250245,731.7881476,555.1826057,502.611679,383.859529,260.070284,183.5764531,94.49044216,67.04750606,0.079068964,0.08150014,0.148126289,0.23795206,0.390943839,0.613432608,0.887495392,1.175322121,1.276135967,1.58985439,2.505161575,4.1028508,6.583281897,7.044821302,7.80465102,5.806571469,6.458377036,2.086613128,2.153525739,3.907027699,6.282230834,10.3195697,16.19251752,23.4268353,29.28015376,28.31724901,28.25217575,32.05340056,36.40021087,39.00107167,30.42297344,26.82034797,16.69028656,12.06855109,0.104864512,0.107987685,0.196167247,0.315513413,0.518279545,0.8132354,1.176565204,1.558142093,1.691793007,2.107693295,3.321130106,5.439210313,8.727554621,9.339424538,10.34674193,7.697858237,8.561966524,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,3.5,Social distancing whole population,0.446363925,97.928,58.43194795,0.302105203,1.717647217,0.400505085,7.355,7.228,6.814,7.053,7.579,7.315,7.066,7.028,6.916,6.944,6.799,6.033,4.658,3.385,2.501,1.6,1.654,4.779413943,5.918791227,5.905431896,5.660628902,4.248299955,4.082957421,3.813506817,4.406414548,3.58005683,3.64996459,3.442223404,2.646483174,2.168912942,1.560517791,1.102867333,0.720578819,0.744898354,0.000134779,0.000142051,0.000262201,0.000513419,0.000860463,0.001591614,0.00234541,0.004129908,0.004669858,0.007929771,0.015532414,0.021603409,0.037197371,0.042271531,0.046887793,0.044280589,0.071752623,0.003556802,0.003753496,0.006915904,0.013554902,0.022713268,0.042013162,0.061910773,0.102886118,0.103623395,0.140914336,0.198736352,0.191663962,0.220366886,0.182549081,0.161127885,0.12727919,0.134081704,0.00017875,0.000188218,0.000347239,0.00068077,0.001140728,0.002110023,0.003109343,0.00547508,0.006190903,0.010512613,0.020591553,0.02863996,0.049313107,0.056039998,0.062159844,0.058703436,0.09512352,,,,,,,,,,,,,,,,,,,,
Argentina,3.5,Social distancing whole population,0.470079014,45195.777,27257.79687,151.7648874,778.1886165,201.1968203,3736.651,3709.817,3597.262,3539.449,3477.335,3520.249,3318.98,3122.432,3089.901,2637.843,2301.731,2123.209,1883.733,1645.009,1337.223,963.414,1191.539,2341.489888,3011.03464,3091.738268,2819.39517,1933.722019,1929.446566,1771.612812,1986.599166,1611.232669,1462.675232,1276.703366,975.3041225,902.2757451,737.4075985,547.3289395,384.404163,475.4265062,0.066030015,0.072264831,0.137273179,0.255719142,0.391661859,0.752134931,1.089589713,1.861938081,2.101706394,3.177751164,5.760894135,7.961468996,15.47424287,19.97500321,23.26938609,23.62218013,45.79564267,1.742518043,1.909495793,3.620762511,6.751303938,10.33852295,19.85378327,28.76143245,46.38543965,46.63652216,56.4695641,73.71031438,70.63360682,91.67343349,86.26180371,79.96424576,67.89909633,85.57677111,0.087571722,0.095750902,0.18179421,0.339071741,0.519231434,0.997114832,1.444484506,2.468399128,2.786264373,4.212791352,7.637303373,10.55463783,20.51443368,26.4811593,30.8485712,31.31627586,60.71196484,,,,,,,,,,,,,,,,,,,,
Armenia,3.5,Social distancing whole population,0.479017766,2963.234,1853.621221,10.20557101,58.95105496,13.52966886,204.987,213.872,198.453,170.477,176.497,232.427,267.191,236.762,190.759,162.329,163.255,199.398,197.081,131.321,84.343,42.4,91.682,122.0026312,178.680665,159.3993708,128.7560104,107.9211724,120.8546727,189.0531857,175.3852399,141.9036788,113.7069049,100.981764,97.02793142,91.22105167,45.68022449,36.58717658,14.0591917,30.40034938,0.003440474,0.004288336,0.007077332,0.01167817,0.021858678,0.047111448,0.116272814,0.164379641,0.185100436,0.247035187,0.455662033,0.792045117,1.564462655,1.237392499,1.555483506,0.863957238,2.928325449,0.090793382,0.113313203,0.186674038,0.308318241,0.576993749,1.243580684,3.069203605,4.095099607,4.107348486,4.389887253,5.830169924,7.026969948,9.268283071,5.343664165,5.345352253,2.483340462,5.472062888,0.004562898,0.005682045,0.009372683,0.015484713,0.028978346,0.062456245,0.154144515,0.217920545,0.245390484,0.327498173,0.604077961,1.050025989,2.074031386,1.640429668,2.062127617,1.145360972,3.882124615,,,,,,,,,,,,,,,,,,,,
Aruba,3.5,Social distancing whole population,0.447037175,106.766,60.70868209,0.42660056,2.208658047,0.565550449,6.08,5.677,6.8,7.21,7.565,7.415,5.424,5.82,6.74,7.531,8.142,9.063,7.706,6.048,4.302,2.656,2.587,4.269240852,4.777420456,5.86928417,5.776951453,4.277562736,4.158556491,3.211801665,3.918526951,3.549637619,3.912492959,3.949802826,3.67665505,3.156518342,2.416563721,1.689038585,1.063123503,1.035504707,0.000120393,0.000114658,0.000260596,0.000523969,0.00086639,0.001621084,0.001975345,0.003672635,0.004630179,0.00850013,0.017822774,0.030012767,0.054135038,0.065460226,0.071808538,0.065330445,0.099745393,0.003177135,0.003029678,0.006873572,0.013833448,0.02286972,0.042791068,0.052142328,0.091494348,0.102742923,0.15104978,0.228041388,0.266271208,0.320710022,0.282689175,0.246766956,0.187784452,0.186390847,0.00015967,0.000151922,0.000345114,0.000694759,0.001148585,0.002149092,0.002618742,0.004868868,0.0061383,0.011268747,0.023627918,0.039788371,0.071767624,0.086781597,0.095197647,0.086609543,0.132233951,,,,,,,,,,,,,,,,,,,,
Australia,3.5,Social distancing whole population,0.477480992,25499.881,15520.42746,99.97322116,531.6433376,132.5359209,1669.707,1639.267,1610.574,1519.906,1594.568,1780.886,1875.461,1842.883,1628.711,1677.349,1558.324,1549.411,1418.526,1232.661,1083.379,762.997,1055.271,997.1273298,1382.553763,1300.110834,1139.246323,961.9797836,957.1812909,1371.848763,1383.12349,1203.61891,1112.009641,922.3637595,774.3377143,683.0755404,408.9230904,398.5269921,220.0532614,304.3469702,0.028118991,0.03318129,0.057724921,0.103329641,0.194842271,0.373127454,0.843724029,1.296331108,1.570011338,2.415908777,4.162000439,6.320967545,11.71490741,11.07696756,16.94315388,13.52258451,29.31634,0.742054182,0.87676859,1.522571498,2.72803127,5.143164308,9.849285407,22.27142141,32.29478413,34.83829557,42.9314029,53.25256005,56.07919048,69.40215391,47.83574706,58.22442052,38.8690317,54.78245464,0.037292562,0.04396521,0.076446517,0.13701032,0.25830504,0.494659805,1.118536889,1.718565515,2.08138809,3.202805719,5.517626127,8.379800664,15.5306268,14.68490089,22.46179108,17.92709159,38.8651081,,,,,,,,,,,,,,,,,,,,
Austria,3.5,Social distancing whole population,0.471245439,9006.4,5248.634961,40.51274548,206.183119,53.70833268,448.166,426.016,423.838,452.37,508.761,606.616,620.374,623.042,565.684,612.581,713.443,693.557,582.363,450.957,407.288,383.149,488.195,284.149699,367.9426736,351.891785,345.4757047,318.2688648,328.8414505,458.3449682,468.0762032,416.3946565,400.0087763,386.2498837,327.2768637,269.0230578,147.955058,145.1961056,102.6922948,130.8469155,0.008013022,0.008830624,0.015623995,0.031334646,0.064463131,0.128188645,0.281894531,0.438703953,0.543148937,0.869043467,1.742883075,2.671581657,4.6138092,4.007827916,6.172931844,6.310586925,12.60387991,0.211461933,0.233336734,0.412103636,0.827273704,1.701604435,3.383740709,7.441049054,10.92919037,12.05238635,15.44315563,22.3000903,23.70208921,27.33340393,17.30775516,21.21301512,18.13901795,23.5524448,0.010627199,0.011700577,0.020691237,0.04154829,0.085459646,0.169941316,0.37371157,0.581596384,0.72006087,1.152103677,2.310566117,3.541755528,6.116595406,5.313237168,8.183547548,8.36603903,16.70915111,,,,,,,,,,,,,,,,,,,,
Azerbaijan,3.5,Social distancing whole population,0.481493616,10139.175,6562.75153,26.92140011,181.4583677,35.69007057,825.398,860.64,698.221,637.237,719.127,889.858,941.226,825.466,664.205,616.598,628.449,652.627,496.586,307.722,152.039,90.723,133.053,475.5323051,710.6040603,561.8188636,477.51454,420.8297816,451.5081799,667.3074562,614.8060314,494.8832403,423.3424358,376.7022462,321.2913511,252.9459035,127.2417674,86.18996064,40.63650877,59.59689826,0.013410011,0.017054497,0.024944758,0.043310569,0.085236126,0.176006467,0.410412103,0.576226338,0.645530153,0.919737266,1.69980108,2.62272154,4.338082192,3.446743319,3.664318341,2.497171005,5.740694349,0.353887337,0.450640935,0.657951127,1.143452975,2.249939915,4.645967248,10.8334723,14.35520993,14.32420882,16.3439992,21.74885861,23.2686056,25.69992553,14.88471829,12.59227258,7.177815666,10.72744169,0.017784908,0.022597209,0.033034949,0.057427809,0.112998688,0.233334009,0.544089134,0.763911864,0.855789215,1.21930919,2.253451672,3.476980945,5.751060015,4.569398959,4.85784132,3.310536776,7.610523908,,,,,,,,,,,,,,,,,,,,
Bahamas,3.5,Social distancing whole population,0.464000017,393.248,237.2004085,1.090049892,6.534392125,1.445094131,27.064,26.59,31.293,32.502,33.496,33.072,28.015,27.442,27.577,28.919,25.569,23.653,17.584,11.846,8.023,5.622,4.981,18.16169864,22.08751729,26.80140915,25.70400111,18.24182174,17.72902992,15.18202872,17.41762968,14.34285528,15.05122572,13.20978838,10.41415258,8.318757305,5.672671989,3.771362456,2.701220948,2.393237557,0.00051216,0.0005301,0.001189983,0.002331353,0.003694753,0.006911113,0.009337358,0.016324656,0.01870895,0.032699706,0.059606792,0.085011384,0.142668659,0.153662156,0.160337382,0.165993852,0.230529536,0.013515791,0.014007152,0.031387371,0.061550621,0.097528751,0.182429679,0.246474224,0.406687179,0.415148539,0.581083303,0.762665534,0.754215164,0.84520619,0.663588114,0.550992525,0.477129228,0.43078276,0.000679248,0.000702383,0.001575923,0.003091266,0.004898185,0.00916215,0.012378667,0.02164184,0.024802741,0.04335048,0.079021615,0.112700855,0.189137961,0.203712209,0.212561651,0.220060521,0.305616436,,,,,,,,,,,,,,,,,,,,
Bahrain,3.5,Social distancing whole population,0.491630203,1701.583,1129.74936,3.539907181,30.08507706,4.692903949,108.054,110.081,92.954,88.901,91.684,214.986,293.461,214.272,148.286,108.435,81.177,59.054,45.12,21.452,10.958,6.86,5.848,30.22966675,63.48394764,70.49856851,69.21722229,66.64813483,130.6915927,192.2760019,143.0238153,103.5325804,83.7503569,60.11720519,48.62151706,30.18426659,17.22388272,9.359466857,5.879224436,5.011910277,0.000852477,0.001523615,0.003130136,0.006278002,0.013499113,0.050946066,0.118254933,0.134048928,0.13504883,0.181952759,0.271268067,0.396900507,0.517667326,0.466563015,0.397912539,0.361286667,0.482774202,0.022496676,0.040259361,0.082561508,0.165747076,0.356330054,1.34480146,3.121524749,3.339487236,2.996711509,3.233353546,3.470859567,3.521274073,3.066795678,2.014846596,1.367409347,1.038474774,0.90214385,0.00113059,0.00201879,0.004145316,0.00832434,0.017895957,0.067539847,0.156772238,0.177710666,0.179036303,0.241217443,0.359624127,0.526176904,0.686279265,0.618529539,0.52751857,0.478963112,0.640020942,,,,,,,,,,,,,,,,,,,,
Bangladesh,3.5,Social distancing whole population,0.496066037,164689.383,114890.1104,479.0755541,2909.438672,635.1170267,14328.179,14644.431,15089.278,15585.144,15239.226,14525.807,13763.089,12748.544,11225.285,9425.985,8304.795,6700.908,4500.389,2796.448,2357.159,1738.653,1716.063,9707.276048,11496.5517,11869.9129,10872.21968,10048.4672,10033.92984,9564.478957,8588.565129,7232.850514,6095.097198,5517.82512,4067.726744,3482.938706,2243.045326,1784.053882,1150.056946,1135.114467,0.273745185,0.275917241,0.527024133,0.986110325,2.035246691,3.911416495,5.8824128,8.049624078,9.434595306,13.24197046,24.89819265,33.20510968,59.73322427,60.75993479,75.84806064,70.67262784,109.3403415,7.224077177,7.290722206,13.90096182,26.03454115,53.72349681,103.2479841,155.2755283,200.5358587,209.3521313,235.3136735,318.5709657,294.5934554,353.8751336,262.391025,260.6486023,203.1399108,204.3206041,0.363052124,0.365590344,0.697950878,1.307536628,2.698154121,5.185414533,7.798397918,10.67150689,12.50758757,17.55507457,33.00790576,44.02050764,79.18922289,80.55035062,100.552902,93.69175481,144.9541175,,,,,,,,,,,,,,,,,,,,
Barbados,3.5,Social distancing whole population,0.458021935,287.371,162.6021536,1.302755692,6.092201016,1.727081919,15.12,15.498,17.547,18.965,18.769,18.809,18.101,19.023,18.804,20.263,19.635,20.301,18.54,15.033,11.889,8.265,12.809,10.92782718,13.02666518,15.24891189,15.25200282,10.83681964,10.73989628,9.917341706,12.00345,9.740101793,10.48264828,9.786729711,8.498994821,7.777197301,6.125591572,4.570538646,3.007087651,4.66034915,0.000308165,0.00031264,0.000677052,0.001383357,0.002194922,0.004186616,0.006099433,0.011250222,0.012705076,0.022774193,0.044160856,0.06937783,0.133380777,0.165930907,0.194313914,0.184789794,0.44890994,0.008132402,0.008261068,0.017858138,0.036522339,0.057938374,0.110512298,0.161004115,0.280270583,0.281923574,0.404704042,0.565035656,0.61551535,0.790182362,0.716570563,0.667751418,0.531155887,0.838862847,0.000408701,0.000414248,0.000896636,0.001834267,0.002909838,0.00555025,0.008086105,0.014914587,0.016843315,0.030192082,0.058544706,0.091975221,0.176824878,0.219977075,0.257604845,0.244978581,0.595126586,,,,,,,,,,,,,,,,,,,,
Belarus,3.5,Social distancing whole population,0.475888185,9449.321,5712.358111,37.08936363,205.6974941,49.16989987,548.121,595.719,485.256,443.627,425.472,652.33,814.015,716.333,652.631,632.77,592.26,753.531,665.034,578.217,269.539,256.023,368.443,340.8470467,502.4985512,400.3372147,343.1227324,284.9037696,353.9100481,579.1197962,532.912002,475.4464778,417.0572569,350.4588105,352.0218775,304.0030328,176.4886671,115.2370302,75.43508205,108.5587152,0.009611887,0.012059965,0.017774972,0.031121232,0.057705264,0.137960861,0.356174311,0.499471241,0.620176665,0.906082331,1.5813823,2.873576763,5.213724061,4.780750429,4.899238384,4.635592608,10.45696036,0.253655645,0.318667496,0.468838515,0.821639293,1.523220055,3.641693696,9.401780561,12.4430524,13.76161906,16.10134703,20.23369702,25.49417593,30.88745537,20.64561145,16.83602225,13.32444962,19.54056873,0.01274768,0.015979454,0.023539828,0.041265312,0.076500651,0.182896466,0.472185326,0.662156485,0.822177708,1.201206643,2.096462127,3.809543444,6.91191145,6.337912057,6.494993185,6.145474129,13.86294793,,,,,,,,,,,,,,,,,,,,
